District,Crop,Price Date,Crop Price (Rs per quintal)
Ariyalur,Banana,Nov-19,1830.0
Ariyalur,Banana,Dec-19,1755.0
Ariyalur,Banana,Feb-20,1900.0
Ariyalur,Banana,Mar-20,1900.0
Ariyalur,Banana,Apr-20,1800.0
Ariyalur,Banana,May-20,1820.0
Ariyalur,Banana,Jun-20,1805.0
Ariyalur,Banana,Aug-20,1830.0
Ariyalur,Banana,Sep-20,1845.0
Ariyalur,Banana,Oct-20,1735.0
Ariyalur,Banana,Nov-20,1815.0
Ariyalur,Banana,Dec-20,1870.0
Ariyalur,Banana,Dec-20,1855.0
Ariyalur,Banana,Jan-21,1805.0
Ariyalur,Banana,Feb-21,1870.0
Ariyalur,Banana,Mar-21,1730.0
Ariyalur,Banana,Apr-21,1740.0
Ariyalur,Banana,May-21,1775.0
Ariyalur,Banana,Jun-21,1715.0
Ariyalur,Banana,Jul-21,1760.0
Ariyalur,Banana,Jul-21,1875.0
Ariyalur,Banana,Aug-21,1855.0
Ariyalur,Banana,Sep-21,1900.0
Ariyalur,Banana,Nov-21,1730.0
Ariyalur,Banana,Nov-21,1770.0
Ariyalur,Banana,Jan-22,1870.0
Ariyalur,Banana,Feb-22,1805.0
Ariyalur,Banana,Mar-22,1855.0
Ariyalur,Banana,Apr-22,1905.0
Ariyalur,Banana,May-22,1790.0
Ariyalur,Banana,Jun-22,1820.0
Ariyalur,Banana,Jun-22,1895.0
Ariyalur,Banana,Jul-22,1830.0
Ariyalur,Banana,Aug-22,1805.0
Ariyalur,Banana,Sep-22,1760.0
Ariyalur,Banana,Oct-22,1780.0
Ariyalur,Banana,Oct-22,1770.0
Ariyalur,Banana,Nov-22,1810.0
Ariyalur,Banana,Dec-22,1795.0
Ariyalur,Banana,Jan-23,1825.0
Ariyalur,Banana,Feb-23,1845.0
Ariyalur,Banana,Mar-23,1865.0
Ariyalur,Banana,Mar-23,1745.0
Ariyalur,Bengal Gram,Feb-15,5560.0
Ariyalur,Bengal Gram,Feb-15,5500.0
Ariyalur,Bengal Gram,Feb-15,5550.0
Ariyalur,Bengal Gram,Mar-15,5435.0
Ariyalur,Bengal Gram,Mar-15,5405.0
Ariyalur,Bengal Gram,Mar-15,5520.0
Ariyalur,Bengal Gram,Mar-15,5450.0
Ariyalur,Bengal Gram,Mar-15,5505.0
Ariyalur,Bengal Gram,May-15,5540.0
Ariyalur,Bengal Gram,May-15,5540.0
Ariyalur,Bengal Gram,May-15,5480.0
Ariyalur,Bengal Gram,May-15,5485.0
Ariyalur,Bengal Gram,May-15,5530.0
Ariyalur,Bengal Gram,Jun-15,5565.0
Ariyalur,Bengal Gram,Jun-15,5415.0
Ariyalur,Bengal Gram,Jun-15,5405.0
Ariyalur,Bengal Gram,Jun-15,5520.0
Ariyalur,Bengal Gram,Jun-15,5470.0
Ariyalur,Bengal Gram,Jul-15,5405.0
Ariyalur,Bengal Gram,Jul-15,5440.0
Ariyalur,Bengal Gram,Jul-15,5460.0
Ariyalur,Bengal Gram,Jul-15,5460.0
Ariyalur,Bengal Gram,Jul-15,5465.0
Ariyalur,Bengal Gram,Aug-15,5470.0
Ariyalur,Bengal Gram,Aug-15,5540.0
Ariyalur,Bengal Gram,Aug-15,5400.0
Ariyalur,Bengal Gram,Aug-15,5525.0
Ariyalur,Bengal Gram,Sep-15,5455.0
Ariyalur,Bengal Gram,Sep-15,5400.0
Ariyalur,Bengal Gram,Sep-15,5465.0
Ariyalur,Bengal Gram,Sep-15,5405.0
Ariyalur,Bengal Gram,Sep-15,5410.0
Ariyalur,Bengal Gram,Sep-15,5525.0
Ariyalur,Bengal Gram,Oct-15,5595.0
Ariyalur,Bengal Gram,Oct-15,5455.0
Ariyalur,Bengal Gram,Oct-15,5470.0
Ariyalur,Bengal Gram,Oct-15,5505.0
Ariyalur,Bengal Gram,Oct-15,5435.0
Ariyalur,Bengal Gram,Oct-15,5455.0
Ariyalur,Bengal Gram,Nov-15,5490.0
Ariyalur,Bengal Gram,Nov-15,5420.0
Ariyalur,Bengal Gram,Nov-15,5445.0
Ariyalur,Bengal Gram,Nov-15,5545.0
Ariyalur,Bengal Gram,Nov-15,5505.0
Ariyalur,Bengal Gram,Nov-15,5555.0
Ariyalur,Bengal Gram,Dec-15,5585.0
Ariyalur,Bengal Gram,Dec-15,5545.0
Ariyalur,Bengal Gram,Dec-15,5510.0
Ariyalur,Bengal Gram,Dec-15,5455.0
Ariyalur,Bengal Gram,Dec-15,5415.0
Ariyalur,Bengal Gram,Dec-15,5405.0
Ariyalur,Bengal Gram,Jan-16,5495.0
Ariyalur,Bengal Gram,Jan-16,5595.0
Ariyalur,Bengal Gram,Jan-16,5490.0
Ariyalur,Bengal Gram,Feb-16,5590.0
Ariyalur,Bengal Gram,Feb-16,5405.0
Ariyalur,Bengal Gram,Feb-16,5470.0
Ariyalur,Bengal Gram,Feb-16,5480.0
Ariyalur,Bengal Gram,Feb-16,5455.0
Ariyalur,Bengal Gram,Mar-16,5475.0
Ariyalur,Bengal Gram,Mar-16,5585.0
Ariyalur,Bengal Gram,Mar-16,5510.0
Ariyalur,Bengal Gram,Mar-16,5570.0
Ariyalur,Bengal Gram,Mar-16,5425.0
Ariyalur,Bengal Gram,Apr-16,5575.0
Ariyalur,Bengal Gram,Apr-16,5420.0
Ariyalur,Bengal Gram,Apr-16,5580.0
Ariyalur,Bengal Gram,Apr-16,5415.0
Ariyalur,Bengal Gram,Apr-16,5590.0
Ariyalur,Bengal Gram,Apr-16,5560.0
Ariyalur,Bengal Gram,May-16,5430.0
Ariyalur,Bengal Gram,May-16,5580.0
Ariyalur,Bengal Gram,May-16,5505.0
Ariyalur,Bengal Gram,May-16,5505.0
Ariyalur,Bengal Gram,May-16,5405.0
Ariyalur,Bengal Gram,Jun-16,5490.0
Ariyalur,Bengal Gram,Jun-16,5455.0
Ariyalur,Bengal Gram,Jun-16,5510.0
Ariyalur,Bengal Gram,Jun-16,5435.0
Ariyalur,Bengal Gram,Jun-16,5455.0
Ariyalur,Bengal Gram,Jun-16,5590.0
Ariyalur,Bengal Gram,Jul-16,5400.0
Ariyalur,Bengal Gram,Jul-16,5405.0
Ariyalur,Bengal Gram,Jul-16,5540.0
Ariyalur,Bengal Gram,Jul-16,5580.0
Ariyalur,Bengal Gram,Aug-16,5440.0
Ariyalur,Bengal Gram,Aug-16,5590.0
Ariyalur,Bengal Gram,Sep-16,5575.0
Ariyalur,Bengal Gram,Sep-16,5535.0
Ariyalur,Bengal Gram,Sep-16,5400.0
Ariyalur,Bengal Gram,Oct-16,5435.0
Ariyalur,Bengal Gram,Oct-16,5400.0
Ariyalur,Bengal Gram,Oct-16,5530.0
Ariyalur,Bengal Gram,Oct-16,5480.0
Ariyalur,Bengal Gram,Nov-16,5425.0
Ariyalur,Bengal Gram,Nov-16,5530.0
Ariyalur,Bengal Gram,Dec-16,5460.0
Ariyalur,Bengal Gram,Feb-18,5470.0
Ariyalur,Bengal Gram,Feb-18,5490.0
Ariyalur,Bengal Gram,Feb-18,5545.0
Ariyalur,Bengal Gram,Mar-18,5420.0
Ariyalur,Bengal Gram,Mar-18,5590.0
Ariyalur,Bengal Gram,Mar-18,5510.0
Ariyalur,Bengal Gram,Apr-18,5465.0
Ariyalur,Bengal Gram,Apr-18,5530.0
Ariyalur,Bengal Gram,Apr-18,5460.0
Ariyalur,Bengal Gram,May-18,5505.0
Ariyalur,Bengal Gram,May-18,5495.0
Ariyalur,Bengal Gram,May-18,5440.0
Ariyalur,Bengal Gram,Jun-18,5545.0
Ariyalur,Bengal Gram,Aug-20,5440.0
Ariyalur,Bengal Gram,Mar-23,5495.0
Ariyalur,Black Gram,Jan-20,6370.0
Ariyalur,Black Gram,Jan-20,6250.0
Ariyalur,Black Gram,Jan-20,6350.0
Ariyalur,Black Gram,Feb-20,6400.0
Ariyalur,Black Gram,Feb-20,6400.0
Ariyalur,Black Gram,Feb-20,6310.0
Ariyalur,Black Gram,Mar-20,6330.0
Ariyalur,Black Gram,Mar-20,6375.0
Ariyalur,Black Gram,Mar-20,6300.0
Ariyalur,Black Gram,Apr-20,6290.0
Ariyalur,Black Gram,Apr-20,6240.0
Ariyalur,Black Gram,Apr-20,6390.0
Ariyalur,Black Gram,May-20,6360.0
Ariyalur,Black Gram,May-20,6305.0
Ariyalur,Black Gram,May-20,6405.0
Ariyalur,Black Gram,Jun-20,6275.0
Ariyalur,Black Gram,Jun-20,6245.0
Ariyalur,Black Gram,Jun-20,6265.0
Ariyalur,Black Gram,Jul-20,6385.0
Ariyalur,Black Gram,Jul-20,6225.0
Ariyalur,Black Gram,Jul-20,6335.0
Ariyalur,Black Gram,Aug-20,6245.0
Ariyalur,Black Gram,Aug-20,6300.0
Ariyalur,Black Gram,Sep-20,6370.0
Ariyalur,Black Gram,Sep-20,6290.0
Ariyalur,Black Gram,Sep-20,6260.0
Ariyalur,Black Gram,Oct-20,6230.0
Ariyalur,Black Gram,Oct-20,6370.0
Ariyalur,Black Gram,Oct-20,6375.0
Ariyalur,Black Gram,Nov-20,6250.0
Ariyalur,Black Gram,Nov-20,6280.0
Ariyalur,Black Gram,Nov-20,6310.0
Ariyalur,Black Gram,Dec-20,6405.0
Ariyalur,Black Gram,Dec-20,6255.0
Ariyalur,Black Gram,Dec-20,6360.0
Ariyalur,Black Gram,Jan-21,6350.0
Ariyalur,Black Gram,Feb-21,6325.0
Ariyalur,Black Gram,Feb-21,6230.0
Ariyalur,Black Gram,Feb-21,6315.0
Ariyalur,Black Gram,Mar-21,6245.0
Ariyalur,Black Gram,Mar-21,6230.0
Ariyalur,Black Gram,Mar-21,6285.0
Ariyalur,Black Gram,Apr-21,6335.0
Ariyalur,Black Gram,Apr-21,6355.0
Ariyalur,Black Gram,Apr-21,6325.0
Ariyalur,Black Gram,May-21,6250.0
Ariyalur,Black Gram,May-21,6230.0
Ariyalur,Black Gram,May-21,6250.0
Ariyalur,Black Gram,Jun-21,6360.0
Ariyalur,Black Gram,Jun-21,6340.0
Ariyalur,Black Gram,Jun-21,6295.0
Ariyalur,Black Gram,Jul-21,6325.0
Ariyalur,Black Gram,Jul-21,6250.0
Ariyalur,Black Gram,Aug-21,6255.0
Ariyalur,Black Gram,Aug-21,6350.0
Ariyalur,Black Gram,Aug-21,6320.0
Ariyalur,Black Gram,Sep-21,6280.0
Ariyalur,Black Gram,Sep-21,6225.0
Ariyalur,Black Gram,Sep-21,6400.0
Ariyalur,Black Gram,Oct-21,6360.0
Ariyalur,Black Gram,Oct-21,6330.0
Ariyalur,Black Gram,Nov-21,6315.0
Ariyalur,Black Gram,Nov-21,6345.0
Ariyalur,Black Gram,Dec-21,6375.0
Ariyalur,Black Gram,Dec-21,6275.0
Ariyalur,Black Gram,Jan-22,6325.0
Ariyalur,Black Gram,Jan-22,6365.0
Ariyalur,Black Gram,Jan-22,6270.0
Ariyalur,Black Gram,Feb-22,6270.0
Ariyalur,Black Gram,Feb-22,6335.0
Ariyalur,Black Gram,Feb-22,6230.0
Ariyalur,Black Gram,Mar-22,6375.0
Ariyalur,Black Gram,Mar-22,6340.0
Ariyalur,Black Gram,Mar-22,6250.0
Ariyalur,Black Gram,Apr-22,6320.0
Ariyalur,Black Gram,Apr-22,6330.0
Ariyalur,Black Gram,Apr-22,6390.0
Ariyalur,Black Gram,May-22,6330.0
Ariyalur,Black Gram,May-22,6335.0
Ariyalur,Black Gram,May-22,6305.0
Ariyalur,Black Gram,Jun-22,6270.0
Ariyalur,Black Gram,Jun-22,6365.0
Ariyalur,Black Gram,Jul-22,6285.0
Ariyalur,Black Gram,Jul-22,6345.0
Ariyalur,Black Gram,Jul-22,6365.0
Ariyalur,Black Gram,Aug-22,6315.0
Ariyalur,Black Gram,Aug-22,6345.0
Ariyalur,Black Gram,Aug-22,6290.0
Ariyalur,Black Gram,Sep-22,6385.0
Ariyalur,Black Gram,Sep-22,6310.0
Ariyalur,Black Gram,Sep-22,6385.0
Ariyalur,Black Gram,Oct-22,6325.0
Ariyalur,Black Gram,Oct-22,6300.0
Ariyalur,Black Gram,Nov-22,6385.0
Ariyalur,Black Gram,Nov-22,6245.0
Ariyalur,Black Gram,Nov-22,6255.0
Ariyalur,Black Gram,Dec-22,6250.0
Ariyalur,Black Gram,Dec-22,6390.0
Ariyalur,Black Gram,Dec-22,6235.0
Ariyalur,Black Gram,Jan-23,6300.0
Ariyalur,Black Gram,Jan-23,6265.0
Ariyalur,Black Gram,Jan-23,6365.0
Ariyalur,Black Gram,Feb-23,6300.0
Ariyalur,Black Gram,Feb-23,6245.0
Ariyalur,Black Gram,Feb-23,6355.0
Ariyalur,Black Gram,Mar-23,6375.0
Ariyalur,Black Gram,Mar-23,6380.0
Ariyalur,Black Gram,Mar-23,6310.0
Ariyalur,Maize,Jan-19,1950.0
Ariyalur,Maize,Jan-19,1900.0
Ariyalur,Maize,Jan-19,1835.0
Ariyalur,Maize,Feb-19,1865.0
Ariyalur,Maize,Feb-19,1850.0
Ariyalur,Maize,Mar-19,1920.0
Ariyalur,Maize,Mar-19,1795.0
Ariyalur,Maize,Apr-19,1770.0
Ariyalur,Maize,Apr-19,1760.0
Ariyalur,Maize,Apr-19,1890.0
Ariyalur,Maize,May-19,1780.0
Ariyalur,Maize,May-19,1880.0
Ariyalur,Maize,Jun-19,1795.0
Ariyalur,Maize,Jun-19,1945.0
Ariyalur,Maize,Jul-19,1885.0
Ariyalur,Maize,Jul-19,1940.0
Ariyalur,Maize,Aug-19,1810.0
Ariyalur,Maize,Aug-19,1755.0
Ariyalur,Maize,Aug-19,1855.0
Ariyalur,Maize,Sep-19,1805.0
Ariyalur,Maize,Sep-19,1775.0
Ariyalur,Maize,Oct-19,1915.0
Ariyalur,Maize,Oct-19,1905.0
Ariyalur,Maize,Nov-19,1795.0
Ariyalur,Maize,Nov-19,1815.0
Ariyalur,Maize,Dec-19,1940.0
Ariyalur,Maize,Dec-19,1790.0
Ariyalur,Maize,Dec-19,1785.0
Ariyalur,Maize,Jan-20,1910.0
Ariyalur,Maize,Jan-20,1830.0
Ariyalur,Maize,Feb-20,1950.0
Ariyalur,Maize,Feb-20,1825.0
Ariyalur,Maize,Mar-20,1785.0
Ariyalur,Maize,Mar-20,1910.0
Ariyalur,Maize,Apr-20,1890.0
Ariyalur,Maize,Apr-20,1755.0
Ariyalur,Maize,Apr-20,1760.0
Ariyalur,Maize,May-20,1765.0
Ariyalur,Maize,May-20,1945.0
Ariyalur,Maize,Jun-20,1925.0
Ariyalur,Maize,Jun-20,1840.0
Ariyalur,Maize,Jul-20,1845.0
Ariyalur,Maize,Jul-20,1760.0
Ariyalur,Maize,Aug-20,1940.0
Ariyalur,Maize,Aug-20,1920.0
Ariyalur,Maize,Aug-20,1895.0
Ariyalur,Maize,Sep-20,1925.0
Ariyalur,Maize,Sep-20,1810.0
Ariyalur,Maize,Oct-20,1850.0
Ariyalur,Maize,Oct-20,1885.0
Ariyalur,Maize,Nov-20,1815.0
Ariyalur,Maize,Nov-20,1860.0
Ariyalur,Maize,Dec-20,1915.0
Ariyalur,Maize,Dec-20,1875.0
Ariyalur,Maize,Dec-20,1945.0
Ariyalur,Maize,Jan-21,1930.0
Ariyalur,Maize,Jan-21,1850.0
Ariyalur,Maize,Feb-21,1870.0
Ariyalur,Maize,Feb-21,1830.0
Ariyalur,Maize,Mar-21,1765.0
Ariyalur,Maize,Mar-21,1920.0
Ariyalur,Maize,Mar-21,1770.0
Ariyalur,Maize,Apr-21,1770.0
Ariyalur,Maize,Apr-21,1895.0
Ariyalur,Maize,May-21,1810.0
Ariyalur,Maize,May-21,1910.0
Ariyalur,Maize,Jun-21,1780.0
Ariyalur,Maize,Jun-21,1910.0
Ariyalur,Maize,Jul-21,1915.0
Ariyalur,Maize,Jul-21,1790.0
Ariyalur,Maize,Jul-21,1795.0
Ariyalur,Maize,Aug-21,1910.0
Ariyalur,Maize,Aug-21,1885.0
Ariyalur,Maize,Sep-21,1920.0
Ariyalur,Maize,Sep-21,1840.0
Ariyalur,Maize,Oct-21,1865.0
Ariyalur,Maize,Oct-21,1755.0
Ariyalur,Maize,Nov-21,1880.0
Ariyalur,Maize,Nov-21,1805.0
Ariyalur,Maize,Nov-21,1880.0
Ariyalur,Maize,Dec-21,1845.0
Ariyalur,Maize,Dec-21,1840.0
Ariyalur,Maize,Jan-22,1775.0
Ariyalur,Maize,Jan-22,1835.0
Ariyalur,Maize,Feb-22,1940.0
Ariyalur,Maize,Feb-22,1880.0
Ariyalur,Maize,Feb-22,1840.0
Ariyalur,Maize,Mar-22,1850.0
Ariyalur,Maize,Mar-22,1920.0
Ariyalur,Maize,Apr-22,1765.0
Ariyalur,Maize,Apr-22,1915.0
Ariyalur,Maize,May-22,1835.0
Ariyalur,Maize,May-22,1845.0
Ariyalur,Maize,Jun-22,1765.0
Ariyalur,Maize,Jun-22,1845.0
Ariyalur,Maize,Jun-22,1850.0
Ariyalur,Maize,Jul-22,1815.0
Ariyalur,Maize,Jul-22,1850.0
Ariyalur,Maize,Aug-22,1925.0
Ariyalur,Maize,Aug-22,1855.0
Ariyalur,Maize,Sep-22,1875.0
Ariyalur,Maize,Sep-22,1755.0
Ariyalur,Maize,Oct-22,1840.0
Ariyalur,Maize,Oct-22,1790.0
Ariyalur,Maize,Oct-22,1920.0
Ariyalur,Maize,Nov-22,1900.0
Ariyalur,Maize,Nov-22,1860.0
Ariyalur,Maize,Dec-22,1820.0
Ariyalur,Maize,Dec-22,1770.0
Ariyalur,Maize,Jan-23,1855.0
Ariyalur,Maize,Jan-23,1860.0
Ariyalur,Maize,Feb-23,1915.0
Ariyalur,Maize,Feb-23,1855.0
Ariyalur,Maize,Feb-23,1790.0
Ariyalur,Maize,Mar-23,1900.0
Ariyalur,Maize,Mar-23,1925.0
Ariyalur,Rice,Apr-10,1315.0
Ariyalur,Rice,Sep-10,1280.0
Ariyalur,Rice,Apr-11,1440.0
Ariyalur,Rice,Jul-11,1305.0
Ariyalur,Rice,Jun-12,1365.0
Ariyalur,Rice,Oct-12,1295.0
Ariyalur,Rice,Dec-12,1440.0
Ariyalur,Rice,Dec-12,1365.0
Ariyalur,Rice,Mar-13,1385.0
Ariyalur,Rice,Jul-13,1370.0
Ariyalur,Rice,Aug-13,1325.0
Ariyalur,Rice,Nov-13,1295.0
Ariyalur,Rice,Feb-14,1400.0
Ariyalur,Rice,Mar-14,1460.0
Ariyalur,Rice,Dec-14,1400.0
Ariyalur,Rice,Feb-15,1425.0
Ariyalur,Rice,May-15,1320.0
Ariyalur,Rice,May-15,1405.0
Ariyalur,Rice,Feb-16,1425.0
Ariyalur,Rice,Oct-16,1285.0
Ariyalur,Rice,Jan-17,1310.0
Ariyalur,Rice,Feb-17,1290.0
Ariyalur,Rice,Mar-17,1285.0
Ariyalur,Rice,Mar-17,1395.0
Ariyalur,Rice,Apr-17,1285.0
Ariyalur,Rice,Apr-17,1320.0
Ariyalur,Rice,Apr-17,1425.0
Ariyalur,Rice,May-17,1290.0
Ariyalur,Rice,Jun-17,1325.0
Ariyalur,Rice,Jul-17,1475.0
Ariyalur,Rice,Jul-17,1345.0
Ariyalur,Rice,Aug-17,1455.0
Ariyalur,Rice,Aug-17,1420.0
Ariyalur,Rice,Sep-17,1405.0
Ariyalur,Rice,Oct-17,1295.0
Ariyalur,Rice,Oct-17,1385.0
Ariyalur,Rice,Oct-17,1470.0
Ariyalur,Rice,Nov-17,1370.0
Ariyalur,Rice,Nov-17,1425.0
Ariyalur,Rice,Dec-17,1385.0
Ariyalur,Rice,Dec-17,1360.0
Ariyalur,Rice,Jan-18,1345.0
Ariyalur,Rice,Jan-18,1390.0
Ariyalur,Rice,Jan-18,1440.0
Ariyalur,Rice,Feb-18,1400.0
Ariyalur,Rice,Feb-18,1400.0
Ariyalur,Rice,Feb-18,1315.0
Ariyalur,Rice,Feb-18,1325.0
Ariyalur,Rice,Mar-18,1290.0
Ariyalur,Rice,Mar-18,1280.0
Ariyalur,Rice,Mar-18,1465.0
Ariyalur,Rice,Apr-18,1460.0
Ariyalur,Rice,Apr-18,1425.0
Ariyalur,Rice,May-18,1420.0
Ariyalur,Rice,Jun-18,1440.0
Ariyalur,Rice,Jul-18,1385.0
Ariyalur,Rice,Jul-18,1435.0
Ariyalur,Rice,Jul-18,1280.0
Ariyalur,Rice,Aug-18,1395.0
Ariyalur,Rice,Aug-18,1280.0
Ariyalur,Rice,Oct-18,1315.0
Ariyalur,Rice,Oct-18,1475.0
Ariyalur,Rice,Oct-18,1475.0
Ariyalur,Rice,Nov-18,1450.0
Ariyalur,Rice,Dec-18,1290.0
Ariyalur,Rice,Jan-19,1300.0
Ariyalur,Rice,Jan-19,1385.0
Ariyalur,Rice,Jan-19,1315.0
Ariyalur,Rice,Feb-19,1435.0
Ariyalur,Rice,Feb-19,1415.0
Ariyalur,Rice,Feb-19,1290.0
Ariyalur,Rice,Feb-19,1370.0
Ariyalur,Rice,Mar-19,1290.0
Ariyalur,Rice,Apr-19,1355.0
Ariyalur,Rice,Apr-19,1405.0
Ariyalur,Rice,May-19,1385.0
Ariyalur,Rice,May-19,1360.0
Ariyalur,Rice,May-19,1415.0
Ariyalur,Rice,Jun-19,1310.0
Ariyalur,Rice,Jul-19,1310.0
Ariyalur,Rice,Jul-19,1425.0
Ariyalur,Rice,Jul-19,1355.0
Ariyalur,Rice,Aug-19,1405.0
Ariyalur,Rice,Aug-19,1345.0
Ariyalur,Rice,Sep-19,1440.0
Ariyalur,Rice,Sep-19,1460.0
Ariyalur,Rice,Oct-19,1435.0
Ariyalur,Rice,Oct-19,1410.0
Ariyalur,Rice,Oct-19,1445.0
Ariyalur,Rice,Nov-19,1355.0
Ariyalur,Rice,Nov-19,1360.0
Ariyalur,Rice,Dec-19,1305.0
Ariyalur,Rice,Dec-19,1355.0
Ariyalur,Rice,Feb-20,1375.0
Ariyalur,Rice,Feb-20,1435.0
Ariyalur,Rice,Aug-20,1470.0
Ariyalur,Rice,Sep-20,1315.0
Ariyalur,Rice,Nov-20,1300.0
Ariyalur,Rice,Jan-21,1450.0
Ariyalur,Rice,Mar-21,1295.0
Ariyalur,Rice,Mar-21,1435.0
Ariyalur,Rice,Aug-21,1290.0
Ariyalur,Rice,Nov-21,1405.0
Ariyalur,Rice,Apr-22,1360.0
Ariyalur,Rice,May-22,1455.0
Ariyalur,Rice,Aug-22,1355.0
Ariyalur,Rice,Sep-22,1330.0
Ariyalur,Rice,Dec-22,1435.0
Chennai,Coconut,Jan-19,2625.0
Chennai,Coconut,Jan-19,2605.0
Chennai,Coconut,Feb-19,2535.0
Chennai,Coconut,Feb-19,2720.0
Chennai,Coconut,Mar-19,2635.0
Chennai,Coconut,Mar-19,2685.0
Chennai,Coconut,Apr-19,2685.0
Chennai,Coconut,Apr-19,2620.0
Chennai,Coconut,May-19,2630.0
Chennai,Coconut,May-19,2610.0
Chennai,Coconut,Jun-19,2565.0
Chennai,Coconut,Jun-19,2635.0
Chennai,Coconut,Jul-19,2590.0
Chennai,Coconut,Jul-19,2640.0
Chennai,Coconut,Aug-19,2710.0
Chennai,Coconut,Aug-19,2570.0
Chennai,Coconut,Sep-19,2640.0
Chennai,Coconut,Sep-19,2615.0
Chennai,Coconut,Oct-19,2625.0
Chennai,Coconut,Oct-19,2675.0
Chennai,Coconut,Nov-19,2560.0
Chennai,Coconut,Nov-19,2540.0
Chennai,Coconut,Dec-19,2610.0
Chennai,Coconut,Dec-19,2670.0
Chennai,Coconut,Jan-20,2615.0
Chennai,Coconut,Jan-20,2610.0
Chennai,Coconut,Feb-20,2565.0
Chennai,Coconut,Feb-20,2620.0
Chennai,Coconut,Mar-20,2560.0
Chennai,Coconut,Mar-20,2695.0
Chennai,Coconut,Apr-20,2720.0
Chennai,Coconut,Apr-20,2665.0
Chennai,Coconut,May-20,2555.0
Chennai,Coconut,May-20,2635.0
Chennai,Coconut,Jun-20,2690.0
Chennai,Coconut,Jun-20,2600.0
Chennai,Coconut,Jul-20,2660.0
Chennai,Coconut,Jul-20,2655.0
Chennai,Coconut,Aug-20,2575.0
Chennai,Coconut,Aug-20,2550.0
Chennai,Coconut,Sep-20,2590.0
Chennai,Coconut,Sep-20,2695.0
Chennai,Coconut,Oct-20,2635.0
Chennai,Coconut,Oct-20,2670.0
Chennai,Coconut,Nov-20,2670.0
Chennai,Coconut,Nov-20,2675.0
Chennai,Coconut,Dec-20,2620.0
Chennai,Coconut,Dec-20,2565.0
Chennai,Coconut,Jan-21,2630.0
Chennai,Coconut,Jan-21,2630.0
Chennai,Coconut,Feb-21,2610.0
Chennai,Coconut,Feb-21,2600.0
Chennai,Coconut,Mar-21,2670.0
Chennai,Coconut,Mar-21,2660.0
Chennai,Coconut,Apr-21,2545.0
Chennai,Coconut,Apr-21,2640.0
Chennai,Coconut,May-21,2535.0
Chennai,Coconut,May-21,2580.0
Chennai,Coconut,Jun-21,2695.0
